id,label,comment
650567,neutral,The inline patch came out garbled. Same patch attached.
651307,neutral,It could have been created as a patch and that is far as its gotten.   Assuming that we're talking we're just talking about creating a simple .snk to create strongly named assemblies when talking about signing assembly:  I didn't see a .snk file in the Lucene.Net_2_9_4g branch when setting up the build scripts. I haven't looked in trunk yet.    The Lucene.Net_4e branch should have a already have a snk. I could add the same snk file to trunk and the 2.9.4 branch when I go add the build scripts to the trunk this weekend so that all the branches are building strong assemblies.  Someone would still need to go back to the tag and create a 2.9.2 version using the snk whenever the next release does come out.    
651627,neutral,Hi Bianco First of all could you add a apache licence to the file VectorHighlightMapper.cs?  Your work is very good and pass all tests but it is not like just a simple bug fix and there is a divergence from FVH java. This makes life hard while making new versions' ports.  All Lucene.Net community! Any idea about what  we should do?  DIGY  
652272,positive,Hi Nick  Can you please re-create this patch as I can't get the code to compile?  For starters I can't get the class AttributeImplItem to compile.  Please use the latest trunk when doing so  Thanks.  -- George
652642,positive,Hi DIGY  I like to know a bit more about this patch:  1) what test case is it fixing? 2) how did you determine the race condition?  The changes to the ThreadClass is considerable and I'm trying to understand why this wasn't a problem in earlier versions.  Thanks.  -- George 
652698,positive,I rather we don't work on older versions.  If this is still an issue in 2.3.1 please submit a new patch for 2.3.1.  Thanks.
656018,positive,"""Patch looks great!  Thanks Artem.  No more mixing in of fuzzy-ness into AnalyzingSuggester.  It looks like we are doing the utf8 conversion + det twice per lookup once in convertAutomaton and once in getFullPrefixPaths.  But I think this is inevitable: the first conversion is on the """"straight"""" automaton for exactFirst match and the second one is on the lev automaton for non-exactFirst.  Really we should only do the first convertAutomaton if exactFirst is true ... but this is an optimization so we don't need to fix it now. """
657879,positive,Committed to trunk and 4x. Thanks Simon!
658276,positive,Thanks for raising these documentation issues! I just committed a fix.
659082,neutral,Following the recent facets work I think that as part of this issue we should do the following two things (in addition to what I described above):  * Make OrdinalPolicy an enum with two constants (ALL/NO_PARENTS). It's already hard to support just these two (see LUCENE-4610 and LUCENE-4600) and it's not at all clear how to support arbitrary OrdinalPoilcy-ies that users will provide. ** Rather if one really wishes to encode only say levels 3 and below he can extend FacetFields and provide his own CategoryListBuilder. ** For the search side he'll need to provide whatever will work for him (I cannot even describe here what API exactly because of the complexity)  * Nuke PathPolicy. One can extend FacetFields and provide his own DrillDownStream. I'll need to check about that one but it looks like we can get rid of it too.
660764,neutral,"""I just glanced through in general: this is similar to the hack patch i used exploring LUCENE-4089 though I just used a Map<StringString>.  The part i didnt like when exploring was more related to how term index/term dictionary are separated: {quote} divisor: generalize this into something simple like a Map<StringString> of codec """"parameters"""" that you set on IWC/IR. split divisor from """"don't load terms index"""". define these as constants where they belong. I got unhappy here in the """"splitting"""" part because I wanted the divisor part in TermsIndexReaderBase but that doesnt extend FieldsProducer (where i wanted the """"don't load"""" part) and wrap the terms dict instead its backwards and terms dict wraps the TermsIndexReaderBase... maybe we should fix that too? I think this confusing the way it is but I didnt look at how difficult this would be. {quote}  But I think maybe I was trying to tackle too much at once... still as an """"untyped"""" parameter I thought it would be useful to fix the semantics all in one break rather than causing confusion down the road. """
662724,neutral,I commented out the assertion for this test ... it's not valid.
663127,positive,Thanks Scott. git formatted patches are fine in my opinion: lets get this fixed
665037,neutral,Patch adds maybeRefreshBlocking which blocks on refreshLock. It also:  * Renames reopenLock to refreshLock * Shares the refresh logic between maybeRefresh and maybeRefreshBlocking. * Switches to use ReentrantLock instead of Semaphore(1): ** It allows to protectively obtain the lock in doMaybeRefresh (see comment in the code) ** It is better in general because it's equivalent to Semaphore(1) yet protects against an accidental bug where someone changes Semaphore(1) to Semaphore(>1).  I'll add a CHANGES entry after the patch is reviewed and we agree on the approach.
665610,positive,Committed.  Thanks Chris!
666339,neutral,"""lemme see if I can help with the test. I feel bad I didn't supply one with the prototype patch.  About the Solr integration: this looks good! We can use a similar approach for autosuggest too so this could configure the analyzer for LUCENE-3842.  I wonder if we should allow separate configuration of """"index"""" and """"query"""" analyzers? I know I came up with some use-cases for that for autosuggest but I'm not sure about spellchecking. I guess it wouldn't be overkill to allow it though."""
667099,positive,Thanks Dawid!
667478,neutral,"""bq. I assumed modules doesn't need to be self-contained like Lucene or Solr. I can fix that by enforcing tools' compilation in that macro... I'll do that. bq. Steve will you double check again if everything works  Yes everything works for me now thanks!  bq. and commit this in?  Is there some reason why you can't do this?  IMO committers should commit their own work.  bq. I didn't put an entry into CHANGES so you'd have to add it if it qualifies at all to be mentioned there.  IMO this definitely warrants a CHANGES.txt entry.  This should also be backported to branch_3x.  bq. This reminds me of the """"infrastructure tools"""" problem we had in Carrot2. We finally decided to simply have them as a stand-alone project living within the same repository space with a stored versioned binary artefact updated when tools had to be updated (rarely). This does version a binary file but you don't need to worry about recompiling things over and over.  +1 to do this for this and any other Lucene/Solr Ant tasks."""
668028,positive,"""Thanks Dawid.  bq. Yes this is pretty much the top-n nodes reordering that I did albeit without any optimization of how many n to take (the hardcoded magic constants should probably be justified somehow? Or replaced by a default in FST somewhere?).  bq. Deciding how many nodes to reorder is I think hard – I failed to provide any sensible fast heuristic for that and I simply do a simulated annealing to find a local optimum.  Yeah the algo is simplistic now... and it does force caller to pick the params (though minInCountDeref=3 and maxDerefNodes=Inf are probably pretty good)... we can and should make it more sophisticated over time.  We have at least one spare bit to still use in the arc flags :)  bq. One thing I was wondering is why you decided to integrate the packer with the fst – wouldn't it be cleaner to separate packing from construction? Granted this requires a double pass over the fst nodes and more intermediate memory but it wouldn't add any more complexity to the builder which is already ehm a bit complex . You can compare this design in Morfologik:  Well... it's tricky.  First I decided to change node targets to ords so that pack could use an array to (relatively!) efficiently hold node data eg inCount newAddress etc.  That required making the first pass FST """"modal"""" (deref'd or not).  If we didn't do this then the packer would have to use even less RAM efficient data structures (eg Map<IntX>) I think?  Second the format written by the packer is tightly coupled with the FST reading ie there are sizable differences when reading packed vs unpacked FST.  But I agree it'd be cleaner if we could move packing out (eg Util.pack) and more strongly decouple packing from FST format...  One thing I'd really like to somehow do is create different classes for FST writing vs reading and different classes for each format.  We now have write-ord write-non-ord read-packed read-unpacked (and even the two readers have 3 different modes depending on INPUT_TYPE).  """
668427,neutral,From the dev list didn't want to lose this background (or make Uwe type it again <G>)  The idea was to maybe replace RAMDirectory by a “clone‿ of MMapDirectory that uses large DirectByteBuffers outside the JVM heap. The current RAMDirectory is very limited (buffersize hardcoded to 8 KB if you have a 50 Gigabyte Index in this RAMDirectory your GC simply drives crazy – we investigated this several times for customers. RAMDirectory was in fact several times slower than a simple disk-based MMapDir). Also the locking on the RAMFile class is horrible as for large indexes you have to change buffer several times when seeking/reading/… which does heavily locking. In contrast MMapDir is completely lock-free!   Until there is no replacement we will not remove it but the current RAMDirectory is not useable for large indexes. That’s a limitation and the design of this class does not support anything else. It’s currently unfixable and instead of putting work into fixing it the time should be spent in working on a new ByteBuffer-based RAMDir with larger blocs/blocs that merge or IOContext helping to calculate the file size before writing it (e.g. when triggering a merge you know the approximate size of the file before so you can allocate a buffer that’s better than 8 Kilobytes). Also directByteBuffer helps to make GC happy as the RAMdir is outside JVM heap.....  RAMdir uses more time for switching buffers than reading the data. The problem is that MMapDir does not support *writing* and that why we plan to improve this. Have you tried MMapDir for read access in comparison to RAMDirectory for a larger index it outperforms several times (depending on OS and if file data is in FS cache already). The new directory will simply mimic the MMapIndexInput add MMapIndexOutput but not based on a mmapped buffer instead a in-memory (Direct)ByteBuffer (outside or inside JVM heap – both will be supported). This simplifies code a lot.   The discussions about the limitations of crappy RAMDirectory were discussed on conferences sorry. We did *not*decide to remove it (without a patch/replacement). The whole “message‿ on the issue was that RAMDirectory is a bad idea. The recommended approach at the moment to handle large in-ram directories would be to use a tmpfs on Linux/Solaris and use MMapDir on top (for larger indexes). The MMap would then directly map the RAM of the underlying tmpfs..... 
669023,neutral,Committed trunk revision: 1206033 Now backporting.
669039,positive,bq. Opened LUCENE-3595.  thanks! I committed this to trunk and backported to 3.x   nice iterations.. 
669964,positive,I think its a good idea to go ahead and put a patch together so we can discuss it directly.
670016,neutral,bq. Can we just make it final when we backport this change?   Duh no we can't since we have core IR impls subclassing IR...
670678,neutral,Fixed.  3.x didn't have any problems
671238,neutral,I don't think there is any sense in this who cares?  We reported this crash to Oracle in plenty of time and the *worse* wrong-results bug has been open since May 13: http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=7044738 but Oracle decided not to fix that too. 
671636,neutral,"""I think what happens is all bugs are initially internal to Oracle and they need to be """"opened up"""" to the public. I presume this is so that critical bug reports don't immediately become available for exploits... but I'm just guessing."""
671757,neutral,Committed revision 1165174.
671954,neutral,attached a fix
673028,neutral,Committed revision 1128830 to trunk. I will now backport to 3x.
673371,neutral,Previous patch was wrong. Here a new one.
674611,neutral,"""bq. Hmmm infoStream is just for debugging... should we really make it volatile?  I'll remove its volatile...  {quote} bq. IWC cannot be made immutable – you build it up incrementally (new IWC(...).setThis(...).setThat(...)). Its fields cannot be final.  Setters can return modified immutable copy of 'this'. So you get both incremental building and immutability. {quote}  Oh yeah.  But then we'd clone the full IWC on every set... this seems like overkill in the name of """"purity"""".  {quote} What about earlier compromise mentioned by Shay Mark me? Keep setters for 'live' properties on IW. This clearly draws the line and you don't have to consult Javadocs for each and every setting to know if you can change it live or not. {quote}  I really don't like that this approach would split IW configuration into two places.  Like you look at the javadocs for IWC and think that you cannot change the RAM buffer size.  IWC should be the one place you go to see which settings you can change about the IW.  That some of these settings take effect """"live"""" while others do not is really an orthogonal (and I think secondary ie handled fine w/ jdocs) aspect/concern. """
676512,neutral,Uwe: I don't interpret it that way!  I don't think our indexinputs should be doing writes!
676684,neutral,Committed optimization in trunk revision: 1037077 
676725,negative,bq. I'm gonna hold off on LUCENE-2771 until we figure this one out... because it would make your getSequentialSubReaders in the synced=true case quite heavy (without modifications).  Sorry I was wrong on this... I totally forgot the norms cache is lazy-loaded always in that patch. I'll commit LUCENE-2771 it shouldnt affect this!
677876,positive,+1 patch looks good. 
678686,neutral,Ported back to 3.x  Committed revision 991537.
679428,positive,"""{quote} I don't really know much about NamedSPILoader but I think what you're suggesting. How would we support Factories loading unrelated classes like they can through ResourceLoader now? Assume they're on the classpath and use Class.forName? {quote}  It needs more discussion (and input from Uwe would help!) but it works like Charset.forName(""""ASCII"""") etc. We use this already for codecs and postingsformats (Codec.forName Codec.listAllCodecs ...).  Have a look at lucene/core/src/resources/META-INF/services for the idea. Basically you """"register"""" your classes in your jar file this way: additional jar files (e.g. look at lucene/test-framework/src/resources/META-INF) can load more classes.  So this could support some idea like TokenizerFactory.forName(""""Whitespace"""") or something simple like that. So someone would not need to use org.apache.solr.analysis.xxx namespace to be able to load their analyzer stuff easily they use whatever package they want and register in their META_INF. And added jar files (other analysis jars) are automatically available this way.  I think Uwe mentioned this idea before though I think he had Analyzers in mind (e.g. provide language code and get back analyzer or something). Anyway thats for another issue :)  Just something worth consideration if we want to make these modules really pluggable. On the other hand we shouldn't use anything overkill if its not the right fit... """
680447,neutral,Static? Weren't you against that!?   But if we remove back compat from analyzers why do we need Version? Or is this API bw that we remove?
680595,neutral,Committed revision 941607.
681206,positive,Good catch!  Thanks for the thorough explanation and suggestions.  I think it all makes sense.  Will work on a patch.
681898,neutral,Yes I'm continuing along the path Chris started with his first patch mine is coming soon.  Nikola
682463,neutral,There is a bug in PayloadNearQuery. If there are multiple top level spans that match the query only the payloads of the first one are retrieved. This patch fixes this bug by iterating over all the top level spans to get the payloads (see 'setFreqCurrentDoc')  > The base explain method can't be abstract. Something like Ah right. This is included in the patch  >The changes don't seem thread safe any more since there are now member variables. It may still be all right but have you looked at this aspect?  I guess that could be said about PayloadTermSpanScorer and PayloadNearSpanScorer too (payloadScore payloadsSeen). As for the PayloadFunction classes they seem lightweight enough to be created with each query. Is there a better pattern?  Peter   
683340,positive,Looks like a good solution!  Thanks for taking care of this Uwe!  {quote} Should we backport this to 2.9 and 3.0 (which is easy)? {quote}  +1
684142,positive,bq. If you back-port this to 2.9 you can't use any of the java.util.concurrent.* Very good point! - didn't thought about back porting at all.   bq. I'm not sure you need a separate SearcherHolder class - can't you re-use IndexReader's decRef/incRef? I guess I did not see the simplicity the reader offers - blind due to  java.util.concurrent.* :)  bq. I think there are some thread safety issues..  this is weird - on my dev machine and in the patch it is not synchronized.. on the machine I run the tests it is. Anyway you are right.   I changed the code to be compatible with 2.9 using indexReaders.dec/incRef.. will attache in a minute   
685632,neutral,fixed to use reader.termDocs(null) for delete check. 
685695,positive,Looks good.  bq. I didn't add Version to StopFilter nor StopAnalyzer
686011,neutral,+      if (!more) { +        return false
686161,positive,Simon thanks please commit this :) 
686162,neutral,Commited in r823180 thx robert
687004,positive,Thanks Steve!
688426,neutral,{quote} Adriano: Can you summarize all your changes in both issues into a changes.txt entry for both branches? {quote}  Hi Uwe yes I can do it I will need to review the entire code again (3x and trunk). I plan to do this during the weekend. But if you want commit Vinicius's code and I commit the changes to changes.txt later 
688913,neutral,We still haven't coded in the items on the comments above (Jul 1 and 2). I hope to get to it some time soon though but if you'd like to give those a shot go ahead.
689755,neutral,Attached patch.  I plan to commit in a day or two.
689855,neutral,I'm looking through DateTools now and can't help but want to clean it up some.  One thing I see that is odd is the use of a Calendar in timeToString(longresolution).  The first two lines look like this right now: {code} calInstance.setTimeInMillis(round(time resolution))
691207,neutral,Jason  did you get a chanse to try this out? It seems to work fine for me and I plan to pop it in the trunk in a few days. I think I'll have to add a warning of some kind in runtime though as it could slow down the index a bit if the reader is way fragmented.
691512,neutral,bq. I did hit the error while I did that but I will verify again.  Ugh.  If that's the case then maybe catch the OOM in the read and fallback to the temp buffer read solution?
691923,negative,Strange things going on. With Google Chrome uploading patch files corrupts the file. With MSIE it worked. Sorry for the noise. Yesterday it worked normally...
692410,positive,Committed revision 728746.  Thanks Shai!
693122,neutral,Are there any plans to release a 2.4.1? If yes can this fix be included?
693273,neutral,Uwe can't you use ExtendedFieldCache.getLongs passing in your own LongParser?
693644,neutral,"""bq. you tweaked a couple little things with the standard cache capture state  Actually I think I just moved things around?  EG I made it the StandardTermsDictReader's job to seek the termsIn file I moved docCount """"up"""" and I made a single cache entry.  I think I also removed a few attrs that we didn't need to store... and downgraded skipOffset from long -> int (it's int on trunk)."""
694344,neutral,Committed revision 698035.  it's just about having an optional ant property for specifying the full path to svnversion ... i've made the Hudson config changes for Lucene-trunk (add -Dsvnversion.exe=/opt/subversion-current/bin/svnversion) and manually kicked off build#594.  If i missed something re-open and i'll take a look
694813,neutral,Just curious how did you solve the split packages issues and invalid symbolic names with some Lucene modules? I can't see it in the parent pom.
695723,negative,bq. Here's a patch for the general case and it also adds a warning that you should set your similarity with Similarity.setDefault especially if you omit norms.   Is there no way to remove this stupid static default and deprecate Similarity.(g|s)etDefault()? Can we not use the Similarity from IndexWriter for the case of NormsWriter?
696708,neutral,Adds docid Field to the index for EnwikiDocMaker
698805,neutral,Brings this patch back up to trunk level.
699444,positive,Thanks patch applied. 
701146,neutral,Are there any plans to also publish the new release to the Maven 1 repository on ibiblio.org? We at Jackrabbit still use Maven 1.0.2 as our build tool.
701833,neutral,I just remembered one of the reasons why i didn't do this the last time i looked at it: i don't think FunctionQuery has any good unit tests in the Solr code base -- there might be some tests that use the SOlrTestHarness to trigger function queries but they aren't really portable.
702882,positive,Thanks I've committed your patch leaving out the change to equals() and not  removing mergeBooleanQueries() as that is a public method which someone might  be using. Also could you please check if the test case is correct now? I  couldn't apply that part of your patch cleanly and something might have been  broken.   
704209,neutral,Here is a Test case to reproduce it. I launch it on a JDK1.6 and it deadlocks each 6 to 10 run.
704476,neutral,"""Created an attachment (id=17581) Patch for build.xml to add index=""""true"""" for jar tasks """
706514,neutral,just pending announcement now
709298,neutral,I did nothing special. My understanding was that simply trying to test under JDeveloper caused the problem. Your report says removing xmlparserv2 causes JDeveloper not to start.  Is there something else I need to do to cause the problem?  FYI - I created a Maven project with the code above as the only application. I then imported the application which was a bit frustrating as it didn't seem to accomplish much. I then had to manually add the log4j 2 jars into the classpath along with target/classes and had to make a couple of other changes so that it knew how things were laid out in the project. I then ran the application from JDeveloper and it ran fine.
710109,positive,Thanks! :-)
710450,positive,Could you see my 2nd patch? :)  Thank you.
716251,neutral,Created an attachment (id=7421) patch to o.a.c.l.SystemUtils.java. Modified declaration order. 
720026,neutral,We can't upgrade to maven-assembly-plugin 2.3 as it breaks the build on MacOS due to https://jira.codehaus.org/browse/MASSEMBLY-588.
720185,neutral,FWIW I didn't experience the problem with Karaf commands when using Fuse ESB (based on Karaf 2.2.5) but I did have problems with Aries Blueprint when I tried to instantiate some of our own beans as an OSGi service.  Workaround for me was to remove the Aries Proxy 0.3 bundle shipped with Fuse ESB and install Aries Proxy 0.3.1. After I did that and restarted the container the problem was resolved for me.
720303,positive,Red color isn't really important it was just a suggestion to be more homogeneous ... but that can be revisited in a different jira. I agree an option is a good idea for automatically acknowledging hosts.  Not sure what the default should be: the current behavior is obviously to not confirm so we could keep that one or go for a safer one I don't have any strong opinion on that.
720310,positive,Thanks for fixing it!
722547,negative,"""Working: - Bash on Linux  Not Working: - Bash on Solaris - CSH on Solaris - KSH on AIX - Bash on AIX  So you're right. I close this bug as """"work as designed"""".  Sorry for the noise :)"""
723146,positive,thanks for the patch Michael Van Geertruy :)
726059,positive,Thanks for the reviews guys!
726603,positive,Thanks for the patch. Committed to 0.8.
727466,neutral,Quick fix to interchange the order of constructor arguments of ClientIdAndTopic.
727470,negative,Sorry for the late review. Have a few minor questions/comments.  60. What happens if have 2 instances of Consumers with the same clientid in the same jvm? Does one of them fail because it fails to register metrics? Ditto for Producers.  61. ConsumerTopicStats: What if a topic is named AllTopics? We use to handle this by adding a - in topic specific stats.  62. ZookeeperConsumerConnector: Do we need to validate groupid?  63. ClientId: Does the clientid length need to be different from topic length?  64. AbstractFetcherThread: When building a fetch request do we need to pass in brokerInfo as part of the client id? BrokerInfo contains the source broker info and the fetch requests are always made to the source broker.  
729434,neutral,Thanks for getting started on this. I have a couple of requests -  1. Could you please upload a patch to this JIRA and grant it to Apache ?  2. This patch doesn't apply cleanly to trunk would you mind updating a patch that would ?   It will make it much easier for us to review it.   Also when you said the zk connect option hangs did you get a chance to take a look at the debug/trace logs to see where it hangs ? Do you mind uploading those log files here ?
731872,neutral,Hi ShengTao you would think if you follow:  1. Check if the service is there add if it is not. 2. Then add a bindingTemplate.  Then you would not be overwriting a bindingTemplates. You are right though if you are saving a service it will overwrite the existing one and it will remove any bindingTemplates if they are there. The current behavior is how the UDDI v3 spec tells us to so it but we could add a config option to differentiate from the spec.  Please let me know if you are following the above strategy and *still* seeing issues.   --Kurt  
732056,neutral,Dupe of JUDDI-310.
732456,neutral,Fixed eventhough these are commented out.
732872,neutral,bundles have been promoted to OSSRH some minutes ago. It will take roughly 2-4 hours before they appear on Central so this one is close to be fixed.
735297,neutral,"""I can access the patch deletion from """"Manage attachments"""" right next to the attachment list.  If you can't access it let me know which patches need to be deleted..."""
736347,positive,Thanks very much for your response.   I want to thank your team for the great job they've done building a superior open-source solution. Not only do I use but I also promote it everywhere I go. I just did a hands-on lab using JSPWiki to create 'qwiki' WEB apps for 40 people at DEVCON 2007. It got excellent reviews.  I promote this as an Enterprise Open-source solution. If a company wanted to purchase a support contract or services for a production implementation of the product who should they contact?  Thanks again  Jim Mason   https://issues.apache.org/jira/browse/JSPWIKI-24?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ---------------------------------------------------------------------------------------------------------------   __________________________________________________ Do You Yahoo!? Tired of spam?  Yahoo! Mail has the best spam protection around  http://mail.yahoo.com  
736636,neutral,"""Looks like this problem is bigger than I thought.  I can't even get a simple form without dot-stuffing to work.  Parsing this simple script:  require [""""fileinto"""" """"reject"""" """"tag"""" """"flag""""]"""
736751,neutral,It worked fine in Jetspeed 2.2.0 too
738205,negative,Here is a stronger/generalized version of this patch. Due to a lack to time on my part this has not been compiled or tested (sorry). Please test if you can David/Joachim.
740402,neutral,"""Added missing 2 *  package.html.  Some files need to be removed (svn del): src/java/org/apache/commons/jexl/Arithmetic.java src/java/org/apache/commons/jexl/parser/JEXLNode.java (*) src/java/org/apache/commons/jexl/util/PropertyExecutor.java src/java/org/apache/commons/jexl/util/BooleanPropertyExecutor.java src/java/org/apache/commons/jexl/util/introspection/UberspectLoggable.java src/java/org/apache/commons/jexl/util/GetExecutor.java  If on windows you really need to remove it before applying the patch otherwise it will just keep using JEXLNode.java for a class named JexlNode...  The patch does not apply cleanly especially UberspectImpl & Introspector. The """"best"""" approach I've found yet is to force apply updates even if patch thinks it may have already been applied. Then for each of them copy/paste the '.rej' content replacing the end of the original file with the content at the proper place"""
742827,positive,Great (it turned out simpler than what I would have thought). Thanks Andy.
744007,neutral,[~mbo] yes & yes IMHO.
744706,positive,Re: patch looks fine. I'd include <optional> too on geronimo/ant deps as per project.xml
745870,positive,The fknames patch looks good!
748657,neutral,Committed in revision 1363218.
749763,neutral,Ok I'll add these.
751118,positive,"""1. My feeling is that """"if (file.lastModified() < now + ACCESS_TIME_RESOLUTION)"""" is not necessary since the lastModified value will already be truncated to the system resolution but I do not think it is harmful.  2. I chose to throw exception only if file.canWrite because I was trying to minimise the impact of the change. It's not clear to me whether setLastModified might work when !file.canWrite. However it certainly must work (because of GC) if file.canWrite. I would consider moving the canWrite test outside of the setLastModified call similar to getRecordIfStored it just wasn't necessary to fix the immediate problem.  3. Well not swallowed exactly but caught and converted to failure return code (-1) e.g. see BLOBInDataStore.getSize. In any case the javadoc for Property.getLength/getLengths documents -1 as a possible """"failure"""" return code so it had to be tested. I think if Property.getLength/getLengths throws an exception that is already correctly handled.  Thanks for the quick response.  """
752811,neutral,fixed. Committed revision 797662.
755727,negative,sorry for the delay
756490,neutral,Stefan  > the said method is not public since it returns *all* workspace names regardless of user rights. please note that > the a session must only see/know about workspaces it is actually allowed to access.   I'm working on a garbage collector for the data store. The GC doesn't care about user rights or putting it another way it must be able to access all workspaces. Ideally I'd like to use a SystemSession but you can't get one outside RepositoryImpl or o.a.j.c package (i.e. getSystemSession(String) is package private WorkspaceInfo is protected). I understand that these APIs shouldn't be public but they're useful from within the core. In my case for the GC. I'm very interested in using another way to walk every workspace but this other way should guarantee that the repository won't shutdown during a walk operation. I'll check the solution Thomas said he'll be proposing but in the mean time that is what I'm using. Still I don't see why this APIs aren't public. Regards
756591,neutral,Hi  We are using Jackrabbit to store/retrieve the content in my application.  Please find the attached config files of my application.    Best Regards RK OCS L3 Support +91 44 39853531 +91 98408 51525.  
757179,neutral,Please re-open if necessary.
758435,negative,Hi  I just made some more (long running) tests and found some problems in the patch I submitted. The mechanism is working but it shrinks the caches too quickly and it prints too much log output (log.info instead of log.debug). I will fix those problems and submit a new patch. Sorry.  Thomas
758781,positive,"""> I've reading the specification and can't find any reference to transient session in Node.lock(). Do you mean that Node.lock() don't modify transient session because it performs a Node.save() internally (there is no need to call save)?  whether an implementation internally calls save() is an implementation detail. """"there's no need to call save"""" means that there are no transient modifications which need to be saved by the client.  > My english is a little bad an sometimes perhaps I don't use the correct words and can't express my ideas in the rigth way.  no problem most committers and a lot of people on the list are non-native english speaking  """
758799,neutral,well the above ascii art did not really work in jira :-( will attach a file.  
759590,neutral,Martin wrote: > Well first of all sorry if I offended someon putting the issue because it seems that I got hard responses.  You don't have to be sorry. I'm not against building a DB PM that uses a connection pool. I just had (and still have) doubts how this contributes to increased concurrency because concurrency is mostly controlled outside of the PM.  It wasn't my intention to criticise anyone on a personal level.
762126,negative,Oh sorry will submit them tomorrow. Hmm svn diff is really strange. Don't know why the files were not included though I did the diff from the src/java/o/a/c/jci dir.
765685,neutral,Fixed in SVN.  Will let Vincenzo close it if he is satisfied.
765985,neutral,Please submit an diff against the v2.3.1 branch.
767059,positive,Thanks for your patch and your investigations! I reopen the issue will apply the patch soon.
767194,positive,Tnx for the quick fix. Works perfect!
767366,positive,Patch applied thank you.
773072,neutral,"""I did NOT want to add a """"framework"""" but rather *exactly* the opposite. """
775507,positive,Hi Chris could you add my username as initial developers for the Spark JIRA? Thanks.
775786,neutral,[INFO] Repository Target 'org.apache.tez' is created. [INFO] Staging Profile 'org.apache.tez' is created. [INFO] Privileges (CRU) 'org.apache.tez - Public Repositories' are created. [INFO] Privileges (CRUD) 'org.apache.tez - Snapshots' are created. [INFO] Role 'org.apache.tez Deployment Role' is created. [INFO] Role 'tez' is added to user 'acmurthy'. [INFO] Role 'tez' is added to user 'billgraham'. [INFO] Role 'tez' is added to user 'bikas'. [INFO] Role 'tez' is added to user 'bobby'. [INFO] Role 'tez' is added to user 'cdouglas'. [INFO] Role 'tez' is added to user 'daryn'. [INFO] Role 'tez' is added to user 'ddas'. [INFO] Role 'tez' is added to user 'gates'. [INFO] Role 'tez' is added to user 'gopalv'. [INFO] Role 'tez' is added to user 'gunther'. [INFO] Role 'tez' is added to user 'hitesh'. [INFO] Role 'tez' is added to user 'hashutosh'. [INFO] Role 'tez' is added to user 'jghoman'. [INFO] Role 'tez' is added to user 'jitendra'. [INFO] Role 'tez' is added to user 'jlowe'. [INFO] Role 'tez' is added to user 'julien'. [INFO] Role 'tez' is added to user 'kevinwilfong'. [INFO] Role 'tez' is added to user 'mattmann'. [INFO] Role 'tez' is added to user 'mliddell'. [INFO] Role 'tez' is added to user 'namit'. [INFO] Role 'tez' is added to user 'nroberts'. [INFO] Role 'tez' is added to user 'omalley'. [INFO] Role 'tez' is added to user 'sseth'. [INFO] Role 'tez' is added to user 'tgraves'. [INFO] Role 'tez' is added to user 'tomwhite'. [INFO] Role 'tez' is added to user 'vikram'. [INFO] Role 'tez' is added to user 'vinodkv'. -- Nexus repository was prepared successfully. --  Configuration has been prepared now you can: * Deploy snapshot artifacts into repository https://repository.apache.org/content/repositories/snapshots * Deploy release artifacts into the staging repository https://repository.apache.org/service/local/staging/deploy/maven2 * Promote staged artifacts into repository 'Releases' * Download snapshot and release artifacts from group https://repository.apache.org/content/groups/public * Download snapshot release and staged artifacts from staging group https://repository.apache.org/content/groups/staging 
778244,neutral,<danielsh> yes we're aware of the recurrence 
778485,positive,Much obliged! Thank you! :)
779148,positive,Hi Pieter  it looks fine now 
779230,negative,<pctony> Herbert sorry we cannot do this.  The scope of the blemlist AIUI is at the SVN repo level - and we run a single repo for all the ASF projects.  However buildbot works at the per-project level. Short of perhaps re-writing all of our buildbot mechanisms from the SVN master this is not do-able. Sorry. 
779706,positive,Thanks Joe!
781112,neutral,Can put the info in this file on people: -rwx------  1 dblevins  dblevins  0 Jul 12 21:00 /home/dblevins/INFRA-5044 
781491,neutral,<pctony> This has been done.  It should work just fine I'll be doing some more work on JIRA later and will force a re-index then so this might look better after that. Have a look around. 
781920,neutral,Duplicate of INFRA-4886
781926,neutral,Two more IDs for initial access: greid and brock.
783869,positive,Thanks Daniel. We will get back on this as soon as we have the correct information. Thank you. 
784007,positive,Thanks did that. Hopefully it syncs now. Cheers --Kurt
785517,negative,Sorry forgot that dev lists were merged before JMeter was made TLP
785998,neutral,Added to all-developers group which has this permission.
786256,neutral,dist dirs created also. 
787532,negative,You are missing my point sorry   By 'check in normally' I mean just commit them using 'svn add ...' 'svn commit ..' not 'svn import' you cant do that.  people.apache.org was down for a while but is now back that however is not related as you dont need to access people.apache.org to commit to svn. 
789935,neutral,Created the DTACLOUD wiki space.
793286,positive,Hey thanks for that I gave it some testing and thought about it over the weekend and it looks perfect thanks!  - Aidan
793682,positive,Thanks!
793785,neutral,This was taken care of already.
795420,neutral,commits@mina created.
795666,neutral,I've upped the httpd timeout from 5 mins to 30. I didn't see any OutOfMemoryErrors in the logs so hopefully this will fix it. Please give it another try.
797778,positive,Oh well. Many thanks anyways  Oleg
798067,positive,Thanks!
800945,positive,Great idea.
801088,neutral,Hi Arpana    
